Assessment_url,Assessment_Length,Description,Job_Levels,Languages,Test_Type,Remote_Support ,Adaptive_Support
https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Approximate Completion Time in minutes = Untimed,"SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters.  By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding of not only their strengths, weaknesses, and development opportunities, but also their impact on others.  360-degree multi-rater assessments are based on SHL’s Universal Competency Framework (“UCF”), using our proven library of research-driven competencies to provide opportunities for managers, peers, and direct reports to supply useful developmental feedback that they may not otherwise share.  SHL can also offer support and training throughout the entire process, from defining objectives through interpreting and delivering the feedback.  360 feedback serves all levels and industries and is a positive and powerful addition to your performance management system.","Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish, Romanian, French (Canada), Czech, Hungarian, Indonesian, Turkish, Serbian, Portuguese (Brazil), Chinese Traditional, Slovak, Thai, English International, Dutch, French, German, Italian, Portuguese, Spanish, Danish, Finnish, Norwegian, Swedish, English (USA), Russian, Chinese Simplified, Icelandic, Polish, Japanese, Korean,",D P,Yes,No
https://www.shl.com/products/product-catalog/view/data-entry-alphanumeric-split-screen-us/,Approximate Completion Time in minutes = 5,"The Data Entry Alphanumeric Split Screen - US assessment measures speed and accuracy at typing text and numbers into forms. The information includes business-related text and numbers such as invoice number, address, product number and amount. The test assesses for speed and accuracy.","Professional Individual Contributor, Mid-Professional, Front Line Manager, Entry-Level,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/data-entry-new/,Approximate Completion Time in minutes = 4,Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,"Entry-Level,","English (USA),",S,Yes,No
https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,Approximate Completion Time in minutes = 5,"The Data Entry Numeric Split Screen - US assessment measures speed and accuracy at typing numbers into forms. The information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. Candidates may use either the keyboard's numeric keypad or the number keys at the top of the keyboard.","Mid-Professional, Professional Individual Contributor, Entry-Level, Front Line Manager,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,Approximate Completion Time in minutes = 3,Data Entry Ten Key Split Screen assessment measures ability to enter numbers using a numeric keypad. The test measures accuracy and speed.,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/data-science-new/,Approximate Completion Time in minutes = 14,"Multi-choice test that measures the conceptual knowledge on how to use machine learning to analyze data, extract information, draw conclusions and make statistically-driven decisions.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,Approximate Completion Time in minutes = 25,"The Data Warehousing Concepts test measures knowledge of Data Warehousing. Designed for experienced users, this test covers the following topics: Big Data and Data Warehouse Appliance, Business Considerations, Data Transformation, Data Warehousing and Data Marts, Design, Dimensional Data Model, On Line Analytical Processing (OLAP), Querying and Reporting/Data Extraction.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Approximate Completion Time in minutes = 10,"The DSI is a short pre-screening tool for many key entry-level roles. It is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors.

Note: Turkish [end June 2012] and Romanian [end May 2013] are on limited beta relase","Entry-Level,","Portuguese (Brazil), Chinese Traditional, Danish, Dutch, Finnish, French, German, Icelandic, Chinese Simplified, English International, Italian, Latin American Spanish, Polish, Swedish, English (USA), Norwegian, Russian,",P,Yes,No
https://www.shl.com/products/product-catalog/view/dermatology-new/,Approximate Completion Time in minutes = 3,"Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/desktop-support-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/digital-advertising-new/,Approximate Completion Time in minutes = 7,Multi-choice test that measures the candidate's knowledge about use of AdWords and tools to analyze ad performance on digital media.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/docker-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/dojo-new/,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of Dojo architecture, classes and libraries, styles, animation and Dojo queries.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/drupal-new/,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of Drupal setup, content management, user interface, module development and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/econometrics-new/,Approximate Completion Time in minutes = 11,"Multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/economics-new/,Approximate Completion Time in minutes = 13,"Multi-choice test that measures the conceptual knowledge of microeconomics, macroeconomics and international trade.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,Approximate Completion Time in minutes = 14,"Multi-choice test that measures the candidate’s knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Approximate Completion Time in minutes = 18,"Multi-choice test that measures the candidate’s knowledge and understanding on concepts like embedded systems and, analog and digital electronics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of VLSI.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/english-comprehension-new/,Approximate Completion Time in minutes = 0,"Multiple-choice test that measures vocabulary, grammar and reading comprehension skills.","Entry-Level,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of enterprise Java beans (EJB), types of EJB, transactions and concurrency.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,Approximate Completion Time in minutes = 19,"The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds.

Report Language Availability: English (USA)","Entry-Level,","English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Approximate Completion Time in minutes = 19,"The Precise Fit Entry Level Customer Service Solution (Retail/Contact Center) is for entry-level positions in which employees interact with customers by providing information or carrying out customer requests related to an organizations products or services. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone or in person; taking orders; solving product or service issues; and responding positively to difficult or irate customers.

Report Language Availability: English (USA)","Entry-Level,","Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, English International, English (USA), French (Canada), Italian, Dutch, Norwegian, Finnish, Danish,",P C,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,Approximate Completion Time in minutes = 14,"The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers.

Report Language Availability: English (USA)","Entry-Level,","English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Approximate Completion Time in minutes = 20,"The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment.

Report Language Availability: English (USA)","Entry-Level,","French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,Approximate Completion Time in minutes = 20,"The Precise Fit Entry Level Sales Roles Solution is for entry-level positions in which employees proactively sell products or services to customers and have their compensation and/or performance based on sales revenue. Sample tasks for these jobs include, but are not limited to: promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.

Report Language Availability: English (USA)","Entry-Level,","German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,",C P,Yes,No
https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,Approximate Completion Time in minutes = 18,"The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operating systems.

Report Language Availability: English (USA)","Entry-Level,","Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,",P C,Yes,No
https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,Approximate Completion Time in minutes = 16,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, Maintenance/Repair Workers, Dispatchers, 
Surveillance, Quality Assurance Workers, Material Handlers, and Truck/Ship Loaders.","Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager,","English International, French, English (USA), Chinese Simplified, Italian, Japanese, Latin American Spanish, German,",K,Yes,No
https://www.shl.com/products/product-catalog/view/etl-testing-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/executive-scenarios/,Approximate Completion Time in minutes = Untimed,"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Director, Executive, Manager,","Italian, English (USA), English International, Korean,",B,Yes,No
https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/general-diseases-new/,Approximate Completion Time in minutes = 5,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.","Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.","Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/git-new/,Approximate Completion Time in minutes = 13,Multi-choice test that measures the knowledge of how to use GIT for version control.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/global-skills-assessment/,Approximate Completion Time in minutes = 16,The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,,"Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,",C K,Yes,No
https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Approximate Completion Time in minutes = Untimed,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Mid-Professional, Professional Individual Contributor, Manager, Graduate,",,B,Yes,No
https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,Approximate Completion Time in minutes = Untimed,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,",,B,Yes,No
https://www.shl.com/products/product-catalog/view/graduate-scenarios/,Approximate Completion Time in minutes = Untimed,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,",B,Yes,No
https://www.shl.com/products/product-catalog/view/hibernate-new/,Approximate Completion Time in minutes = 5,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/hipaa-security/,Approximate Completion Time in minutes = 15 to 35,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.","Front Line Manager, Manager,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/interpersonal-communications/,Approximate Completion Time in minutes = 15 to 35,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Approximate Completion Time in minutes = 15 to 35,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.","Front Line Manager, Manager,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/ios-development-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of capacity management, change management and problem management.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,Approximate Completion Time in minutes = 30,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.","Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/java-8-new/,Approximate Completion Time in minutes = 18,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Approximate Completion Time in minutes = 5,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Approximate Completion Time in minutes = 17,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Approximate Completion Time in minutes = 30,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/java-web-services-new/,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/javascript-new/,Approximate Completion Time in minutes = 9,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/jenkins-new/,Approximate Completion Time in minutes = 6,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/job-control-language-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/jquery-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/kubernetes-new/,Approximate Completion Time in minutes = 6,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/linux-administration-new/,Approximate Completion Time in minutes = 10,Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,"Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/linux-operating-system/,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.","Entry-Level, General Population, Graduate, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/linux-programming-general/,Approximate Completion Time in minutes = 25,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,Yes
https://www.shl.com/products/product-catalog/view/load-runner-new/,Approximate Completion Time in minutes = 6,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/management-scenarios/,Approximate Completion Time in minutes = Untimed,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Italian, English International, Korean, Arabic,",B,Yes,No
https://www.shl.com/products/product-catalog/view/manual-testing-new/,Approximate Completion Time in minutes = 10,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/marketing-new/,Approximate Completion Time in minutes = 9,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/maven-new/,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins.","Mid-Professional, Professional Individual Contributor,","English (USA),",K,Yes,No
https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,Approximate Completion Time in minutes = 49,"The Manufacturing & Industrial Mechanical & Vigilance Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie successful and safe performance in an 
industrial/manufacturing setting. This solution assesses process monitoring, mechanical 
comprehension and other foundational behaviors including behaving safely in the workplace; 
applying domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assemblers and Fitters, Maintenance/Repair Workers, Surveillance, and Quality Assurance 
Workers.","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",A P,Yes,No
